Scan_Group,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Bean Name
Scan_9,-31034.98,-31579.56,-32044.86,-32406.68,-32773.88,-33164.72,-32889.16,-33294.14,-34013.26,-34438.66,-34608.06,-34563.56,-34582.68,-34602.8,-34308.74,-34238.08,-34181.9,-33956.28,-33978.62,-33617.54,-33382.12,-33179.68,-33027.92,-32927.86,-32814.86,-32775.42,-32660.72,-30310.66,-20880.64,-7329,-4247.94,-60.34,1423.08,3712.54,4411.54,2260.64,-67.66,-2188.46,-5090.36,-7528.08,-10009.58,-11517.38,-13136.76,-13963.94,-14953.78,-16314.16,-17340.1,-18565.38,-20845.22,-22591.42,7321.14,8016.36,14166.94,19505.22,2518.52,1399.2,370.22,18798.84,21499.3,17800.06,17937.66,14897.5,-746.3,17490.02,15677.86,21141.98,23142.14,16285.18,20372.28,10314.38,11810.14,21678.5,17539.94,27212.66,29244.76,30177,31325.7,33229.4,27981.92,32446.5,30657.02,23532.86,18256.14,12218.94,7823.32,3664.34,454.52,-1087.76,-2022.14,-2497.58,-3309.96,-3853.44,-2165.24,-4056.42,-4524.92,-3288.72,-2767.5,1015.9,2319.2,2077.02,Guatemala
Scan_10,-29046.56,-29388.28,-29736.86,-30220.84,-30646.76,-31323.26,-31115.12,-31630.36,-32793.04,-33213.16,-33489.02,-33631.34,-33798.38,-34044.72,-34162.52,-34124.98,-34471.84,-34308.8,-34244.78,-34105.98,-33842.7,-33647.94,-33559.98,-33449.24,-33363.18,-33262.14,-33258.98,-30814.42,-21532.94,-7987.14,-4888.34,-687.74,724.82,3001.44,3865.9,1653.64,-628.16,-2706.88,-5517.08,-7858.58,-10337.1,-11780.34,-13265.04,-14100.94,-15033.12,-16331.74,-17352.26,-18555.22,-20820.48,-22568.92,3423.88,5049.6,11443.38,17314.9,435.72,-551.9,-1382.04,17215.5,19979.12,16212.06,16437.26,13462.98,-2159.58,16144.8,14547.08,20023.94,22181.6,15418.18,19398.76,9559.68,11045.76,20889.34,16748.32,26447.7,28393.22,29297.04,30360.88,32214.94,26948.48,31467.74,29643.92,22547.5,17313.68,11372,7059.68,2916.26,-167.74,-1659.48,-2544.76,-2937.44,-3644.28,-4169.78,-2454.48,-4327.7,-4788.72,-3556.66,-3023.04,735.94,2038.02,1801.2,Guatemala
FinalAvg,-32201,-32329.702,-32445.334,-32539.46,-32656.118,-32781.632,-32280.262,-32512.56,-33160.63,-33327.456,-33302.028,-33374.63,-33324.75,-33507.664,-33443.28,-33442.602,-33401.166,-33373.526,-33434.892,-33311.014,-33209.58,-33105.826,-33039.218,-33018.226,-32967.318,-32968.134,-32955.188,-30599.318,-21266.232,-7714.552,-4648.65,-468.048,991.452,3243.444,3991.83,1834.188,-486.844,-2564.584,-5437.052,-7828.18,-10283.302,-11740.446,-13258.994,-14070.81,-15050.31,-16357.794,-17349.764,-18546.17,-20813.276,-22556.614,4985.6,6184.804,12870.166,18580.848,2019.352,1210.938,386.022,18990.688,21908.75,18111.046,18295.734,15218.686,-375.528,17699.218,15988.004,21484.526,23418.802,16541.82,20313.838,10353.51,11791.318,21609.376,17408.834,26995.968,28986.464,29860.242,30977.282,32818.332,27549.416,31991.658,30186.444,23086.756,17815.44,11866.912,7524.234,3388.24,252.902,-1236.756,-2171.622,-2591.6,-3351.636,-3893.712,-2185.422,-4087.674,-4562.614,-3339.322,-2825.548,934.576,2214.848,1960.336,Guatemala
Scan_1,7644.78,5593.82,8932.5,12115.6,16264.66,13076.5,-13422.3,-12843.12,10406.1,30828.64,26590.6,24328.12,5571.46,22252.58,15585.36,17275.32,21322.48,14032.92,13213.72,8408.76,8588.3,13224.34,12656.78,18870.84,20580.14,24939.82,21787.94,22489.54,12622.86,19832.52,19939.38,15126.66,12025.46,6696.42,1864.78,-1937.84,-6125.7,-7703.02,-10406.26,-12656.92,-14085.08,-15232.02,-14747.14,-15569.9,-16760.66,-17671.98,-17297.6,-16571.08,-17777.56,-18025.56,35393.68,35225.46,34310.6,34134.58,33762.76,33386.84,32903.38,32612.58,30478.66,31848.34,31435.76,31249.06,30797.12,30973.6,30578.34,30686.46,30788.64,31145.76,31489.48,31807.08,32009.7,32332.54,32641.68,32831.74,32951.88,33002.32,33017.12,32998.36,33038.28,28333.32,20107.98,12781.42,6741.74,3957.54,2573.28,2367.52,2782.38,3727.92,5037.26,5469.66,7624.58,7761.22,8659,9220.46,8725.42,8555.68,10873.46,12183.72,14212.46,14947.98,Guatemala
Scan_2,4565.44,3012,6750.92,10496.54,15277.4,12754.58,-13082.7,-11992.88,11858.2,32872.72,29270.24,27076.62,8800.84,25223.74,18559.18,20293.08,24324.22,16705.2,15082.62,9808.2,9489.3,13640.48,12574.42,18536.1,19982.7,24166.36,20854.82,21494.04,11638.42,18820.52,19003.36,14241.24,11210.56,5987.04,1135.62,-2469.44,-6670.94,-8031.66,-10842.68,-13001.8,-14405.72,-15459.32,-14966.2,-15780.36,-17026.86,-17916.08,-17471.5,-16737.86,-17935.56,-18163.52,32360.32,32285.8,32170.36,32152.98,32099.04,31979.4,31891.9,31663.86,30002.24,31566.98,31335.92,31183.24,31264.8,30773.42,30692.52,30638.04,30646.92,30899.78,30969.24,31269.5,31536.46,31745.8,32025.68,32085.46,32254.04,32305.38,32472.86,32420.16,32479.12,27879.3,19798.38,12606.48,6683.68,4095,2878.84,2799.28,3262.52,4318,5597.74,6089.86,8262.4,8393.3,9263.56,9776.46,9221.48,9024.44,11322.82,12618.68,14605.92,15320.06,Guatemala
Scan_3,5573.22,3633.48,7287.82,10545.1,15144.34,12064.04,-14243.64,-13522.76,9736.24,30213.62,26267.64,23964.68,5117.12,21731.44,14564.48,16642.9,20868.46,13761.98,12579.3,7732.48,8087.46,12735.56,12142.84,18298.04,20049.02,24412.22,21327.64,22008.22,12247.86,19425.6,19577.26,14792.3,11652.18,6341.36,1564.7,-2208.84,-6470.7,-7996.52,-10850.74,-12965.28,-14326.12,-15374.04,-14955.96,-15782.7,-16908.18,-17794.4,-17407.18,-16658.92,-17899.32,-18151.68,34325.14,34362.78,34023.06,34041.3,33623.9,33487.82,33103.04,32748.86,30715.36,32069.4,31349.76,31199.78,30790.52,31069.34,30992.16,30726.52,30609.86,30801.76,31544.36,31955.96,31819.68,32088.1,32531.84,32774.88,32965.08,33069.64,33106.98,33092.02,33046.42,28333.24,20100.58,12707.5,6607.48,3886.46,2639.38,2450.78,2858.34,3867.2,5121.26,5642.54,7837.38,8005.6,8865.86,9417.88,8896.78,8712.36,11010.34,12298.88,14282.64,14986.9,Guatemala
Scan_4,4842.42,2299.44,5623.42,9031.96,13622.3,10878.48,-15093.7,-14076.86,9540.52,30271.68,26359.96,24194.42,5548.96,22414.96,15430.68,17299.02,21516.48,14159.86,13173.96,8313.16,8320.5,12835.48,12257.86,18364.66,20064.8,24055.38,20904.5,21479.32,11658.74,18710.68,18919.02,14114.68,11043.98,5736.08,706.54,-2812.28,-7040.8,-8389.12,-11220.48,-13384.56,-14771.5,-15819.42,-15268.24,-16061.48,-17252.76,-18106.52,-17636.5,-16802.58,-17964.18,-18181.04,34390.66,34257.5,34223.42,34115.74,34027.3,33843.28,33639.9,33413.52,31509.32,32893.44,32313.9,32315,31984.96,32031.54,32014.6,32059.52,32078.04,32457.22,32981.3,33279.16,33485.86,33606.36,33817.32,33897.86,33928.72,33809.04,33757.1,33743.5,33688.32,28969.56,20854.44,13516.1,7494.84,4755.76,3319.12,3180.72,3504.58,4518.66,5733.82,6174.78,8297.56,8424.2,9323.12,9843.5,9290.86,9075.14,11374.46,12677.1,14644.38,15332.76,Guatemala
Scan_5,5166.64,2879.52,6175.9,9332,13756.02,10903.22,-15331.9,-14350.34,9260.58,30068.88,26067.98,24014.94,5609.1,22458.5,15683.2,17484.02,21624.82,14446.78,13378.98,8396.2,8420.8,12889.22,12271.68,18217.7,20005.3,24159.06,20925.14,21522.74,11844.42,18963.92,19221.36,14432.66,11363.04,6096.16,1210.1,-2451.88,-6681.02,-8112.4,-10941.4,-13136.12,-14542.16,-15583.78,-15067.28,-15879.06,-17044.08,-17932.26,-17457.96,-16660.54,-17853.7,-18055.7,32965.94,32897.42,32817.38,32610.84,32550.98,32331.16,32284.4,32089.16,30179.98,31643.98,31271.2,31251.74,30773.46,30946.1,30703.22,30802.24,30871.02,31137.94,31628.12,32074.14,32295.84,32883.26,33185.7,33283.02,33582.58,33637.68,33633.04,33650.02,33686.64,28927.86,20737.56,13317.3,7224.8,4438.78,3023.76,2811.24,3157.44,4133.44,5347.2,5802.84,7974.46,8106.44,8981.2,9522.92,8981.62,8815.8,11118.18,12419.7,14398.4,15127.68,Guatemala
Scan_6,5279.04,3241.22,6686.12,9896.84,14367.6,11396.64,-14802.02,-14052.44,9399.16,30074.18,26233.18,23837.6,5298.28,22229.44,15622.2,17129.04,21338.94,14169.92,13248.08,8403.96,8348.26,13111.84,12538.14,18677.74,20327.9,24622.02,21459.74,22107.92,12281.94,19452.76,19547.1,14746.7,11625.14,6294.2,1381.76,-2316.74,-6547.38,-7976.96,-10792.72,-12992.7,-14380.5,-15454,-14948.34,-15755.9,-16971.36,-17840.14,-17396.62,-16630.52,-17842.3,-18068.32,32506.54,32498.86,32327.14,32315.04,32279.36,32151.42,32025.02,31864.38,29877.3,31239.94,30612.48,30615.58,30000.34,30135.8,29765.64,29919.52,29904.88,30228.5,30779.56,31138.62,31597.38,31868.54,32216.74,32546.48,32753.34,32907.66,33008.58,33061.88,33093.5,28436.74,20311.44,12985.64,6969.82,4282.98,2980.44,2796.74,3196.46,4244.96,5511.68,5951.24,8118.86,8256.8,9128.08,9645.5,9088.02,8876.74,11160.84,12439.82,14400.04,15085.92,Guatemala
Scan_7,3785.48,1615.54,5053.84,8245.32,12780,10083.64,-15916.74,-14804.06,8967.3,29784.48,26065.16,23832.26,5335.42,22235.26,15584.42,17460.22,21815,14629.2,13541.2,8793.54,8873.82,13539.14,12960.48,19153.14,20842.46,25133.58,21887.6,22499.92,12578.34,19680.62,19698.78,14812.3,11617.36,6239.1,1309.02,-2451.86,-6705.58,-8139.82,-10935.56,-13091.34,-14445.86,-15478.52,-14943.7,-15711.68,-16904.86,-17769.18,-17325.96,-16571.52,-17791.06,-18028.26,32162.32,32082.3,32362.32,32304.92,32524.08,32443.36,32377.12,32290.86,30324.68,31857.36,31275.14,31426.92,30969.26,31136.62,30814,30856.3,30839.06,31124.28,31662.54,31927.7,32215.86,32502.06,32772.8,32926.4,33024.56,33056.06,33090.78,33071.16,33039,28339.72,20173.58,12832.38,6839.3,4134.74,2849.38,2694.66,3136.7,4204.36,5493.46,5998.8,8194.4,8348.02,9223.28,9736.24,9175.12,8975.62,11232.76,12517.36,14467.06,15165.32,Guatemala
Scan_8,6812.56,4559.2,8121.62,11379.86,15792.92,12924.86,-13279.92,-12513.24,10851.18,31465.14,27408.56,25294.66,6631.6,23566.96,16731.92,18625.94,22833.64,15511.96,14517.44,9551.64,9458.32,13958.32,13205.14,19185.86,20764.28,24824.22,21605.7,22113.86,12204.9,19418.98,19597.34,14813.36,11692.38,6338.14,1380.38,-2312.7,-6582.04,-8035.84,-10910.56,-13097.78,-14494.98,-15551.28,-15057.52,-15834.02,-17030.3,-17885.68,-17426.12,-16645.96,-17841.32,-18059.84,34169.24,34655.86,34201.32,34299.28,34077.94,33809.8,33460.76,33280.66,31428.04,33037.48,32971.14,32778.24,32623.54,32530.14,32435.78,32384.14,32388.28,32453.06,32570.52,32709.74,32858.62,32972.08,33113.4,33192.72,33260.68,33335.24,33408.88,33449.44,33516.1,28843.12,20679.34,13308.34,7249.76,4506.46,3124.62,2926.12,3283.76,4266.98,5482.84,5933.76,8075.9,8195.38,9058.28,9572.24,9009.68,8812.14,11102.04,12397.52,14359.12,15088.76,Guatemala
Scan_9,1555.72,-437.8,3198.96,6617.78,11387.5,8993.1,-16825.62,-15568.82,8228.1,29111.14,25276.3,23232.06,4799.76,21860.92,14997.56,16931.54,21182.48,13882.78,12788.38,7978.18,8026.32,12597.58,11982.42,18066,19729.2,24007.48,20786.14,21409.88,11552.54,18641.72,18778.3,13972.46,10848.48,5577.78,705.6,-2943.16,-7123.44,-8438.28,-11206.76,-13303.72,-14614.76,-15616.72,-15089.6,-15803.84,-16956.72,-17796.64,-17361.76,-16587.68,-17813.62,-18029.68,33029.28,32217.18,32425.84,32109.68,32293.98,31769.94,31626.28,31583.86,29933.56,31612.54,31262.44,31603.2,31244.02,31314.38,31210.92,31243.18,31239.24,31510.96,32075.08,32183.36,32266.72,32427.68,32766.74,32882.36,32996.34,32995.68,32975.1,33015.42,32974.52,28245.22,20074.08,12765.72,6784.04,4124.78,2838.08,2699.04,3079.2,4077.7,5340.9,5803.36,7971.5,8078.08,8943.42,9444.62,8877.66,8680.64,10966.94,12246.7,14216.44,14937.16,Guatemala
Scan_10,5665.84,3407.06,6656.78,9639.26,13877.42,10823.92,-15610.6,-14823.14,8612.18,29225.94,25290.6,23098,4537.12,21320.44,14831.46,16776.28,21048.92,13974,13103.72,8390.86,8569.9,13356.04,12914.16,19181.6,20916.24,25231.8,22099.18,22672.1,12730.8,19936.32,20041.3,15128.18,11953.34,6593.26,1586.98,-2098.08,-6392.94,-7837.02,-10694.06,-12877.52,-14280.84,-15334.32,-14822.56,-15616.02,-16829.82,-17703.22,-17275.76,-16530.98,-17762,-18003.34,32875.64,32967.32,32919.18,32892.74,32840,32744.9,32809.74,32569.24,30655.32,32263.62,31514.32,31730.88,31270.82,31678.52,30973.18,31035.98,31112.08,31378.62,31883.38,32230.46,32567.82,32811.06,33051.88,33168.72,33273.56,33290.84,33295.14,33339.86,33425.6,28641.38,20440.24,13186.66,7191.04,4457.5,3172.48,3014.62,3396.22,4424.42,5736.3,6209.86,8353.24,8495.74,9364.46,9850.08,9259.72,9038.1,11289.16,12565.54,14507.28,15193.46,Guatemala
FinalAvg,5089.114,2980.348,6448.788,9730.026,14227.016,11389.898,-14760.914,-13854.766,9685.956,30391.642,26483.022,24287.336,5724.966,22529.424,15759.046,17591.736,21787.544,14527.46,13462.74,8577.698,8618.298,13188.8,12550.392,18655.168,20326.204,24555.194,21363.84,21979.754,12136.082,19288.364,19432.32,14618.054,11503.192,6189.954,1284.548,-2400.282,-6634.054,-8066.064,-10880.122,-13050.774,-14434.752,-15490.342,-14986.654,-15779.496,-16968.56,-17841.61,-17405.696,-16639.764,-17848.062,-18076.694,33417.876,33345.048,33178.062,33097.71,33007.934,32794.792,32612.154,32411.698,30510.446,32003.308,31534.206,31535.364,31171.884,31258.946,31018.036,31035.19,31047.802,31313.788,31758.358,32057.572,32265.394,32523.748,32812.378,32958.964,33099.078,33140.954,33176.558,33184.182,33198.75,28494.946,20327.762,13000.754,6978.65,4264,2939.938,2774.072,3165.76,4178.364,5440.246,5907.67,8071.028,8206.478,9081.026,9602.99,9052.636,8856.666,11145.1,12436.502,14409.374,15118.6,Guatemala
Scan_1,611.02,-1007.82,3936.14,8247.1,11445.94,13296.54,-6363.6,-11628.38,6858.6,30415.34,26494.98,27368.46,9244.52,28879.72,15450.42,20175.76,22190.6,14297.18,15844.44,10711.02,17458.26,22724.38,17973.44,24178.52,23981.68,29495.28,30877.5,30046.18,15445.2,25354.18,29744.86,23458.32,19118.54,13718.94,9934.2,5117.64,1258.16,-1521.38,-4205.72,-6395.3,-8386.42,-10114.2,-10503.76,-11757.8,-11838.76,-12674.34,-13445.14,-12907.72,-14319.56,-14374.74,31273.7,31493.6,31781.58,32005.5,32245.04,32294.26,32349.24,32352.94,30677.62,29988.22,31738.72,31818.5,31371.02,31484.66,31191.1,31317.22,31188.7,31380.36,31757.54,32014.34,32244.32,32475.46,32594.38,32778.18,32776.44,32843.84,32891.88,32894.94,32817.68,23737.62,11766.24,6828.68,2104.68,-1637.18,-1719.9,-2214.8,-1064.44,-173.72,972.22,2287.86,3925.64,4208.88,5376.1,6124.44,7895.94,8499.52,9687.68,10965.82,13059.78,14658.56,Guatemala
Scan_2,856.92,-1078.38,3763.98,8184.92,11271.9,13008.86,-6551.96,-11629.76,7027.28,30601.7,26747.54,27751.7,9617.76,29362.74,15881.84,20651.58,22410.36,14259.24,15676.24,10327.64,16848.26,21866.72,16934.12,22886.36,22582.42,28021.14,29398.82,28531.88,14031.34,23995.14,28550.02,22366.38,18149.88,12859.22,9136.06,4413.5,578.1,-2072.8,-4702.72,-6812.88,-8749.42,-10404.66,-10701.86,-11875.9,-11843.24,-12628.12,-13342.4,-12783.74,-14172.32,-14217.54,30658.5,30598.54,30786.74,30932.74,31250.58,31385.48,31659.84,31773.6,30172.64,29809.76,31856.7,32027.2,31848.04,31900.76,31732.26,31764.92,31718.96,31858.68,32103.96,32231.5,32330.8,32473.24,32666.76,32776.42,32864.94,32946.14,32967.2,32952.4,32913.22,23775.02,11821.66,6917.3,2272.78,-1561.48,-1747.04,-2241.08,-1176.24,-307.82,797.86,2147.5,3783.14,4071.68,5273.5,6039.24,7809.98,8447.04,9640.06,10958.72,13065,14693.7,Guatemala
Scan_3,365,-1146,4120.74,8960.06,12497.86,14761.64,-4718.18,-9644.56,9073.34,32664.52,28966.12,29906.94,11886.76,31385.84,17908.94,22605.68,24195.58,15589.96,16606.9,10869.82,17067.78,21864.54,16734.06,22644.34,22290.32,27751.62,29124.34,28327.06,13810.84,23812.44,28350.6,22215.06,18035.2,12783.6,9075.32,4539.42,778.18,-1738.16,-4346.9,-6358.9,-8353.74,-10007.34,-10318.18,-11568.36,-11651.22,-12477.86,-13252,-12732.06,-14153.52,-14246.46,33765.08,33227.92,33044.86,32746.4,32501.8,32412.72,32057.4,32234.14,30552.02,29854.78,31972.16,32046.88,32131.36,32001.68,31958.82,31949.54,31916.12,31938.02,32016.52,32191.5,32383.92,32534.94,32753.06,32760.78,32842.72,32793.92,32817.46,32741.1,32718.38,23496.38,11660.8,6779.24,2267.7,-1426.58,-1510.74,-1917.7,-832.48,81.14,1168.98,2472.52,4036.82,4240.3,5367.22,6084.16,7832.78,8434.84,9600.88,10928.58,13045.16,14667.82,Guatemala
Scan_4,1654.36,-198.62,4676.82,9051.58,12364.86,14121.5,-5567.56,-10837.84,7813.62,31322.5,27347.2,28189.26,9941.08,29254.42,15684.1,20501.14,22042.1,13922.66,15276.02,9926.3,16484.2,21547.62,16751.14,22713.36,22554.9,27979.14,29506.92,28553.1,14027.62,23944.4,28460.76,22238.96,17985.18,12697.82,8980.7,4347.64,534.82,-2089.5,-4684.38,-6700.6,-8686.46,-10306.12,-10592.44,-11804.9,-11830.9,-12649.4,-13407.72,-12863.82,-14278.08,-14351.28,32729.46,32626.38,32316.06,32400.54,32302.74,32138.84,32023.86,31924.3,30062.6,29409.04,31299.9,31271.7,30969.62,31196.7,31033.16,31035.64,31190.2,31455,31893.98,32230.98,32491.78,32786.68,33119.82,33212.38,33368.32,33382.6,33413.76,33341.42,33204,23951.88,11966.42,7021.18,2320.14,-1508.7,-1668,-2154.34,-1070.62,-180.82,915.74,2243.62,3885.92,4125.94,5286.1,6033.44,7800.54,8428.8,9618.66,10933.4,13062.1,14687.8,Guatemala
Scan_5,850.74,-1141.2,3821.02,8076.16,11410.64,13354.46,-6125.04,-11322.88,7250.08,30818.84,26945.04,28007.26,9779.44,29354.74,15980.28,20714.34,22538.42,14387.98,15882.54,10446.5,17013.64,22121.22,17242.64,23264.48,22947.14,28385.82,29758.46,28850.44,14287.7,24178.4,28687.4,22461.72,18201.34,12888.52,9134.42,4523.18,694.28,-1925.2,-4556.26,-6639.44,-8608.54,-10279.84,-10582.88,-11832.02,-11879.5,-12696.92,-13445.4,-12916.28,-14300.34,-14361.42,34361.3,34099.32,34003.24,33939.18,33829.22,33654.76,33416.28,33166.06,31172.6,30348.72,32043.7,31808.12,31434.22,31471.16,31148.4,31129.2,31069.88,31283.76,31572.8,31850.66,32073.68,32296.14,32505.68,32671.04,32784.4,32862.28,32918.6,32958.88,32918.6,23781.78,11901.46,7061.64,2478.04,-1310.4,-1450.38,-1913.22,-840.4,60.52,1155.8,2477.32,4082.66,4346.54,5505.42,6280.02,8030.76,8638.1,9808.74,11105.14,13233.28,14828.02,Guatemala
Scan_6,-880.62,-2432.36,2867.94,7621.48,11355.98,13728.26,-5359.86,-10127.14,8922.28,32904.24,29522.82,30527.14,12632.2,32080.28,18701.6,23406.14,24991.52,16306.08,17140.86,11264.22,17317.24,22027.32,16772.1,22589.42,22157.4,27592.52,28917.64,28151,13639.62,23676.54,28259.98,22163.26,18004.4,12808.66,9160.28,4633.54,883.42,-1626.16,-4223.72,-6242.48,-8221.8,-9879.04,-10207.8,-11485.36,-11592.86,-12459.72,-13262.3,-12775.16,-14227.18,-14338.62,33038.84,32611.86,32631.58,32630.72,32643.8,32598.54,32428.44,32252.24,30525.34,29876.02,31912.54,31718.1,31618.72,31452.64,31431.36,31484.06,31547.6,31668.5,31734.92,31979.42,32233.22,32441.54,32686.64,32753.46,32892.4,32830.08,32965.5,32949.46,32908.62,23678.58,11811.62,7024.26,2479.02,-1233.32,-1316.42,-1728.42,-641.12,243.5,1340.74,2633.2,4199.24,4392.88,5491.12,6190.34,7917.9,8527.2,9689.76,11023.92,13163.08,14811.02,Guatemala
Scan_7,1681.46,-461.18,4318.34,8239.78,11488.28,13377.82,-6131.4,-11241.52,7358.14,30883.4,27097.5,28131.84,9738.26,29368.04,15720.7,20828.68,22597.94,14215.26,15363.08,10218.74,17077.94,22225.98,17317.84,23409.98,23171.64,28687.04,30108.62,29264.78,14748.98,24684.12,29176.62,22969.7,18705.82,13361.66,9627.28,4941.12,1070.96,-1623.46,-4293.78,-6367.34,-8354.14,-10059.28,-10394.26,-11609.9,-11649.52,-12468.48,-13198.7,-12683.46,-14095.76,-14175.9,35482.06,35071.68,34702.84,34606.54,34277.16,33966.04,33565.68,33215.04,31096.54,30268.48,31804.12,31480.1,30967.5,30924.92,30609.84,30391.84,30309,30606.8,31167.32,31365.64,31572.18,31893.44,32222.72,32487.3,32659.42,32766.88,32830.96,32942.82,32912.76,23766.98,11845.52,6955.44,2389.16,-1475.14,-1521.02,-1953.58,-913.4,-1.98,1126.38,2503.16,4115.68,4388.7,5564.64,6312.3,8060,8662.04,9791.72,11095.56,13144.08,14742.56,Guatemala
Scan_8,1669.88,-459.02,4365.48,8889.3,12130.66,13861.48,-5782.52,-11043.46,7450.46,31012.82,26968.76,27877.2,9662.62,29296.54,15788.06,20461.76,22327.22,13960.18,15319.08,9906.86,16399.06,21411.52,16537.92,22490,22253.88,27648.14,29152.54,28379.44,13960.88,23786.18,28345.38,22191.42,17989.82,12702.4,8934.24,4296.06,453.64,-2133.22,-4771.64,-6856.56,-8769.96,-10444.7,-10716.88,-11916.98,-11913.2,-12703.08,-13402.48,-12849.08,-14246.34,-14310.16,34475.22,34208.4,33806.72,33452.5,33173.92,33081.48,32861.3,32665.5,30816.96,30139.84,32170.98,32174.9,31911.48,31930.28,31698.66,31745.2,31564.14,31861.1,32167.7,32407.38,32537.94,32718,32978.66,33171.62,33295.42,33307.9,33346.74,33434.92,33348.3,24031.72,12062.76,7154.02,2523.98,-1340.4,-1473.36,-1964.68,-900.64,-25.74,1065.54,2408.62,4008.7,4301.88,5498.14,6257,8017.18,8623.36,9799.4,11113.46,13211.06,14814.94,Guatemala
Scan_9,-169.78,-1964.4,3047.38,7532.56,11036.2,13152.28,-6106.8,-10991.38,7906.92,31813.52,28215.76,29336.98,11454.3,31063.84,17697.62,22516.92,24196.54,15694.44,16834.64,11081.9,17336.42,22066.62,16861.68,22706.94,22269.9,27674.84,28994.76,28176.3,13672.3,23721.32,28334.44,22246.62,18101.44,12882.88,9197.4,4638.12,844.46,-1687.54,-4320.54,-6355.94,-8338.78,-9997.36,-10285.74,-11548.96,-11619.38,-12480.44,-13245.06,-12759.32,-14203.58,-14296.52,32885.54,32648.92,32720.78,32714.98,32820.5,32788.48,32712.72,32641.3,30861.8,30242.56,32283.7,32122.92,32102.36,31925.64,31860.96,31887.74,31916.7,31952.88,32057.12,32180.82,32342.34,32441.06,32580.52,32593.5,32621.56,32657.52,32775.38,32717.5,32755.62,23569.84,11664.08,6889.96,2358.74,-1377.6,-1473.26,-1905.16,-822.9,83.78,1188.32,2514.32,4113.12,4341.16,5511.38,6236.66,7999.5,8613.26,9791.86,11113.64,13233.16,14846.74,Guatemala
Scan_10,835.98,-981.96,4077.72,8629.08,12121.02,14061.12,-5481.32,-10902.68,7608.56,31248.04,27088.34,27982.54,9758.38,29128.84,15613.2,20421.96,22097.96,14044.04,15421.24,10174.72,16819.34,21901.6,17075.02,23107.68,22965.74,28356.02,29972.54,28970.86,14496.72,24459.52,28940.7,22841.06,18577.88,13180.64,9386.86,4738.02,885,-1788.28,-4463.52,-6553.94,-8554.1,-10217.7,-10559.66,-11794.44,-11835.58,-12663.5,-13423.34,-12907.76,-14337.52,-14435.22,34943.2,34275.08,33660.4,33286.36,32802.78,32335.66,31981.32,31624.92,29594.9,28863.98,30751.62,30746.58,30473.26,30808.3,30735.32,30888.76,31076.16,31440.32,32024.56,32384.28,32627.38,32907.3,33252.56,33450.7,33617.68,33695.08,33755.32,33800.8,33760.72,24518.92,12556.8,7563.9,2874.48,-983.08,-1251.42,-1771.66,-755.02,88.72,1161.54,2481.2,4070.32,4333.66,5508.14,6250.62,7988.96,8580.52,9727.18,11041.22,13143.44,14724.54,Guatemala
FinalAvg,747.496,-1087.094,3899.556,8343.202,11712.334,13672.396,-5818.824,-10936.96,7726.928,31368.492,27539.406,28507.932,10371.532,29917.5,16442.676,21228.396,22958.824,14667.702,15936.504,10492.772,16982.214,21975.752,17019.996,22999.108,22717.502,28159.156,29581.214,28725.104,14212.12,24161.224,28685.076,22515.25,18286.95,12988.434,9256.676,4618.824,798.102,-1820.57,-4456.918,-6528.338,-8502.336,-10171.024,-10486.346,-11719.462,-11765.416,-12590.186,-13342.454,-12817.84,-14233.42,-14310.786,33361.29,33086.17,32945.48,32871.546,32784.754,32665.626,32505.608,32385.004,30553.302,29880.14,31783.414,31721.5,31482.758,31509.674,31339.988,31359.412,31349.746,31544.542,31849.642,32083.652,32283.756,32496.78,32736.08,32865.538,32972.33,33008.624,33068.28,33073.424,33025.79,23830.872,11905.736,7019.562,2406.872,-1385.388,-1513.154,-1976.464,-901.726,-13.242,1089.312,2416.932,4022.124,4275.162,5438.176,6180.822,7935.354,8545.468,9715.594,11027.946,13136.014,14747.57,Guatemala
