Scan_Group,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Bean Name
FinalAvg,-7931.086,-12540.018,-4932.106,6513.496,6648.068,7991.67,-29859.258,-27018.436,-31846.51,-32052.768,-18292.516,-15054.372,-19483.844,-27520.876,-13152.41,-23643.876,-14870.794,-8209.164,-13029.896,-16139.55,-27530.848,-28967.48,-17151.172,-11900.386,-32484.014,-32368.894,-25908.916,-15858.334,-15692.254,-13583.184,2108.672,-6294.542,2121.442,2572.576,3693.384,6897.584,6701.282,10135.05,6284.192,1527.202,1555.734,1874.55,-2051.418,-4628.094,-9243.856,-11759.876,-16230.448,-11623.596,-13868.366,-13019.888,-30874.83,-30846.438,-30945.188,-31228.464,-31592.288,-31830.29,-31197.392,-22805.218,-27184.362,-32427.946,-32712.024,-32637.878,-32586.494,-32528.278,-32412.85,-21815.452,-32005.038,-31883.284,-32069.47,-32092.778,-32137.628,-32206.41,-32349.926,-32401.296,-30233.682,-32395.482,-32700.71,-32727.58,-32792.046,-32807.27,-32819.864,-32836.404,-32824.888,-32742.596,-29438.342,-29152.384,-26473.71,-26997.714,-24892.032,-25200.462,-24270.242,-23334.358,-21824.964,-20501.494,-17951.584,-16839.528,-15805.218,-17485.68,-16947.954,-19836.13,Yemen
Scan_1,-14247,-18306.22,-7445.36,5687.64,4024.54,421.86,-32318.18,-28204.82,-32895.3,-30798.92,-15989.2,-14881.2,-21385.24,-30078,-15710.82,-19823.88,-15849.72,-10040.48,-13959.78,-16222.8,-29636.1,-30795.54,-19501.04,-15863.96,-32483.02,-32622.5,-27723.32,-16049.3,-18057.64,-20844.78,-2274.32,-5396.92,-1217.46,3076.94,4371.16,6290.82,4525.08,7272.58,4128,5149.7,-499.82,15.02,-3131.26,-5360.14,-10868.44,-13059.52,-17343.56,-13659.26,-16199.32,-15295.62,-30771.4,-30667.2,-30330.74,-30590.94,-30480.32,-30679.7,-27726.54,-22900.44,-24384.2,-31028.9,-31116.9,-31013,-31044.7,-30975.94,-31022.7,-24131.26,-31014.92,-30978,-31193.04,-31446.12,-31771.36,-32076.82,-32474.6,-32627.58,-26775.2,-29560.48,-33042.34,-33102.26,-32995.06,-32941.16,-32868.16,-32776.48,-32683.2,-32390,-28798.52,-28565.54,-26203.54,-27091.42,-24605.94,-24067.56,-23627.36,-22746.74,-21031.5,-19845.04,-16554.52,-15318.9,-13793.38,-15481.68,-14353.92,-17686.06,Yemen
Scan_2,-15368.52,-19526.82,-8969.66,4475.54,2772.3,-669.58,-33290.28,-28999.5,-33590.26,-31419.04,-16444.2,-15299.52,-21707.46,-30526.96,-16099.76,-20410.54,-16506.7,-10797.2,-14884.36,-17093.96,-30584.14,-31613.24,-20037.92,-16094.96,-32334.52,-32219.48,-27082.14,-15247.32,-16999.4,-19710.7,-1155.04,-4301.54,-207.34,4004.94,5144.18,6957.74,5021.86,7677.02,4367.96,5277.26,-450.62,-38.5,-3223.86,-5492.96,-11063.9,-13261.74,-17544.8,-13841.54,-16382.3,-15450.9,-30127.58,-30677.38,-30973.98,-31448.66,-31503,-31716.46,-29039.58,-24306.62,-25957.88,-32657.1,-32673.48,-32836.88,-32869.24,-32958.8,-32773.78,-25793.54,-32567.66,-32130.36,-32217.88,-32057.66,-31885.9,-31822.06,-31873.46,-31789.38,-25871.72,-28550.84,-32190.74,-32165.56,-32356.68,-32497.94,-32548.48,-32620.06,-32682.44,-32560.46,-28998.2,-28906.44,-26527.96,-27500.84,-24985.48,-24456.16,-23986.1,-23053.28,-21291.24,-20056.26,-16693.84,-15433.28,-13862.46,-15505.86,-14336.18,-17660.46,Yemen
Scan_3,-15439.24,-19276.38,-8586.76,4925.46,3222.84,-114.36,-32517.18,-28068.48,-32554.74,-30317.46,-15213.38,-14064.42,-20479.24,-29344.1,-14901.32,-19259.5,-15378.34,-9709.72,-13850.5,-16053,-29535.52,-30641.04,-19284.74,-15534.88,-32037.92,-32097.8,-27103.42,-15444.14,-17376.58,-20203.14,-1670.7,-4819.54,-673.42,3574.58,4786.42,6670.74,4811.16,7532.38,4268.9,5248.36,-443.64,1.2,-3161.48,-5429.74,-10995.88,-13175.68,-17428.6,-13719.3,-16242.02,-15307.08,-30701.26,-30797.2,-30879.62,-31051.16,-31051.1,-31189.32,-28292.3,-23519.4,-25102.2,-31946.1,-32172.14,-32250.2,-32372.7,-32421.28,-32411.28,-25503.52,-32312.28,-32120.12,-32200.18,-32197.3,-32291.46,-32352.16,-32491.22,-32497.72,-26708.32,-29386.18,-32912.2,-32897.22,-32888.34,-32888.26,-32855.84,-32817.68,-32798.78,-32594.12,-29024.5,-28895.98,-26564.1,-27546.22,-25063.66,-24537.58,-24082.16,-23156.86,-21378.86,-20127.64,-16750.46,-15456.14,-13875.02,-15501.34,-14330.52,-17618.68,Yemen
Scan_4,-14439.54,-18233.3,-7909.14,5251.4,3217.58,-569.36,-33394.02,-29188.9,-33903.9,-31820.82,-16838.1,-15709.98,-22065.74,-30749.8,-16219.52,-20364.46,-16294.66,-10531.16,-14429.06,-16466.9,-29940.34,-30962.26,-19504.68,-15790.42,-32254.98,-32239.9,-27216.6,-15477.92,-17376.84,-20180.92,-1616.4,-4760.28,-610.48,3641.44,4844.32,6708.94,4825.74,7567.5,4280.54,5252.82,-445.96,48.08,-3126.22,-5396.72,-10953.78,-13152.64,-17465.78,-13706.36,-16276,-15359,-34346.1,-34270.7,-34324.42,-34130.42,-34091.68,-34061.46,-30875.38,-25851.36,-27140.14,-33403.38,-33225.98,-32983.56,-32777.48,-32932.04,-32434.28,-25467.88,-32113.98,-31907.86,-31849.62,-31773,-31797.5,-31881.12,-32110.98,-32032.28,-26138.04,-28869.12,-32444.02,-32496.4,-32581.06,-32574.02,-32601.84,-32617.94,-32652.56,-32512.02,-28966,-28886.02,-26571.04,-27551.02,-25083.94,-24561.04,-24105.82,-23182.1,-21422.64,-20198,-16836.28,-15577.1,-14021.96,-15686.44,-14535.16,-17850.24,Yemen
Scan_5,-14878.1,-18953.14,-8679.64,4468.82,2519.18,-1230.86,-33933.94,-29655,-34192.94,-31900.66,-16804.82,-15438.22,-21690.14,-30295.04,-15713.56,-19821.28,-15770.36,-10055.52,-14124.68,-16385.18,-29860.92,-30953.3,-19610.4,-15878.86,-32354.7,-32375.32,-27340.86,-15630.88,-17515.88,-20267.9,-1684.16,-4808.2,-629.46,3653.04,4903.18,6775.94,4918.72,7630.34,4388.74,5353.04,-341.84,138.24,-3020.66,-5256.42,-10816.44,-12998.58,-17316.68,-13568.54,-16124.5,-15224.16,-31883.1,-32003.12,-32223.7,-32611.78,-32509.86,-32336.74,-29514.4,-24600.78,-25966.44,-32492.22,-32364.66,-32457.54,-32376.84,-32444.52,-32499.76,-25563.8,-32343.48,-32260.96,-32391.46,-32410.36,-32423.32,-32467.28,-32616.26,-32531.7,-26598.4,-29265.08,-32743.42,-32681.98,-32688.92,-32681.94,-32650.32,-32624.3,-32617.46,-32442.86,-28880.46,-28766.76,-26440.84,-27409.8,-24902.7,-24390.86,-23948.12,-23021.38,-21278.88,-20046.58,-16725.9,-15468.66,-13930.42,-15578.3,-14450.98,-17772.1,Yemen
Scan_6,-15237.38,-19169.74,-8394.9,4940.8,3329.42,-113.22,-32365.96,-27946.76,-32462.6,-30296.22,-15185.34,-14164.12,-20548.46,-29491.14,-15063.4,-19413.3,-15443.42,-9834.96,-13963.08,-16196.54,-29677.5,-30741.78,-19455.58,-15694.08,-32182.72,-32319.48,-27358.16,-15686.32,-17681.22,-20497.12,-1985.74,-5132.44,-950.62,3346.34,4632.3,6558.04,4750.14,7491.74,4294.2,5272.58,-402.58,56.86,-3130.48,-5397.1,-10969.42,-13182.7,-17493.88,-13800.44,-16352.2,-15426.34,-31219.9,-31044.62,-30758.98,-31086.32,-31040.94,-31331.08,-28539.22,-23926.98,-25659.58,-32615.32,-32886.1,-33092.9,-33208.72,-33353.44,-33298.32,-26364.76,-33212.06,-32997.22,-33088.32,-33036.14,-33026.12,-33045.54,-33115.4,-33131.06,-27124.2,-29777.3,-33216.56,-33179.46,-33102.54,-33053.38,-32939.22,-32828.74,-32740.18,-32497.96,-28891.5,-28721.08,-26387.92,-27342.52,-24878.88,-24372.8,-23921.16,-23029.02,-21284.44,-20073.38,-16716.26,-15445.08,-13876.06,-15510.2,-14345.1,-17625,Yemen
Scan_7,-13127.22,-17444.14,-7351.88,5875.38,3668.06,-216.94,-33154.66,-28935.6,-33671.76,-31583.3,-16528.92,-15383.24,-21689.4,-30402.32,-15899.68,-20072.72,-16089.32,-10364.48,-14376.08,-16574.6,-30040.32,-31069.56,-19690.22,-15873.8,-32341,-32411.1,-27341.64,-15635.6,-17560.32,-20334.78,-1776.4,-4889.52,-731.42,3503.48,4699.44,6573,4661.88,7424.22,4090.96,5082.92,-636.32,-200.54,-3424.96,-5629.5,-11220.24,-13418.2,-17651.08,-13936.7,-16478.74,-15536,-34733.9,-34498.24,-34485.54,-34359.06,-34249.12,-34137.28,-30849.06,-25847.48,-27097.42,-33420.52,-33273.48,-33190.74,-33031.6,-33220.96,-32929.34,-26113.72,-32874.52,-32611.54,-32650.32,-32675.94,-32686.64,-32748.08,-32835.78,-32898.64,-26959.88,-29690.02,-33139.14,-33161.02,-33130.52,-33110.42,-33071.66,-33023.74,-32993.38,-32772.16,-29210.82,-29083.18,-26759.24,-27728.28,-25241.6,-24734.2,-24259.24,-23309.86,-21478.44,-20254.48,-16877.16,-15572.88,-14032.78,-15627.7,-14457.6,-17700.9,Yemen
Scan_8,-15419.72,-19253.04,-8822.82,4351.72,2511.66,-1172.04,-33782.48,-29437.12,-33857.8,-31576.7,-16486.28,-15093.86,-21339.7,-29925.18,-15384.1,-19618.94,-15549.18,-9930.76,-13928.12,-16238.32,-29792.88,-30886.28,-19437.8,-15667.7,-32244.58,-32251.62,-27289.2,-15617.68,-17556.06,-20360.52,-1818.62,-4964.04,-795.2,3484.76,4734.48,6615.68,4794.38,7524.92,4309.66,5260.64,-410.24,57.52,-3117.06,-5365.82,-10901.28,-13100.24,-17375.86,-13667.78,-16201.04,-15275.3,-30618.52,-30611.64,-30902.42,-31319,-31348.16,-31589.58,-28662.42,-23785.92,-25219.94,-31857.56,-32011,-32035.2,-32070.62,-32057.52,-32105.48,-25271.84,-32005.9,-31891.34,-31932.2,-31933.04,-31979.74,-32028.78,-32246.88,-32241.58,-26274.26,-29034.66,-32543.16,-32516.66,-32555,-32544.76,-32539.32,-32526.24,-32503.38,-32330.3,-28745.3,-28610.24,-26281.96,-27255.46,-24774.02,-24258.94,-23824.5,-22915.12,-21186.78,-19964.22,-16633.38,-15366.44,-13815.84,-15485.12,-14340.48,-17650.04,Yemen
Scan_9,-15333.8,-19000.96,-8415.24,4991.5,3190.76,-450.48,-33087.3,-28871.36,-33562.02,-31470.92,-16596.2,-15538.24,-22064.32,-30901.46,-16501.66,-20849.12,-16928.5,-11090.2,-15008.42,-17152.04,-30635.34,-31725.26,-20116.8,-16261.22,-32671.96,-32417.44,-27344.8,-15620.56,-17428.58,-20145.24,-1552.98,-4619.38,-442.78,3814.88,5063.34,6870.62,4973.66,7653.12,4356.36,5287.74,-418.84,10.74,-3182.68,-5441.02,-11014.3,-13205.56,-17523.56,-13793.3,-16339.26,-15427.12,-32058.66,-31903.14,-32153.12,-32556.62,-32599.22,-32758.7,-29830.78,-24930.4,-26363.28,-32969.08,-32742.14,-32865.8,-32751.08,-32729.72,-32287.76,-25433.22,-32125.58,-31653.9,-31606.6,-31533.82,-31433.4,-31489.04,-31620.74,-31576.04,-25623.3,-28390.12,-31999.46,-31962.36,-32082.48,-32125.66,-32173.66,-32248.44,-32335.08,-32235.44,-28751.66,-28691.5,-26384.7,-27412.04,-24963.98,-24465.26,-24024.96,-23120.7,-21371.46,-20143.04,-16787.56,-15537.96,-13971.36,-15617.52,-14462.3,-17748.22,Yemen
Scan_10,-13951.42,-17895.76,-7544.54,5748.48,3962.72,328.12,-32270.92,-28023.18,-32696.74,-30670.52,-15656,-14781.98,-21246.9,-30238.38,-15879.94,-20257.08,-16383.32,-10697.86,-14690.72,-16925,-30416.42,-31549.18,-20069.4,-16149,-32578.48,-32458.24,-27361.36,-15609.52,-17365.44,-20099.12,-1480.24,-4543.08,-342.36,3959.46,5175.5,7034.6,5146.02,7830.78,4561.96,5485.02,-250.82,182.04,-3040.24,-5304.16,-10880.26,-13059.86,-17404,-13694.68,-16248.94,-15340.46,-30520.54,-30812.96,-31231.42,-31838.4,-32126.14,-32506.56,-29743.86,-25056.9,-26654.54,-33423.38,-33438.14,-33525.22,-33432.14,-33455.3,-33233.58,-26177.66,-32724.22,-32351.54,-32267.94,-32226.26,-32122.82,-32162.48,-32196.32,-32160.04,-26168.36,-28875.82,-32422.76,-32350.28,-32446.82,-32413.52,-32418.06,-32474.42,-32529.42,-32448.42,-28859.8,-28859.06,-26509.92,-27541.48,-25030.9,-24540.74,-24123.84,-23220.3,-21479.64,-20211.98,-16825.22,-15535.04,-13967.88,-15609.3,-14432.22,-17710.6,Yemen
FinalAvg,-14744.194,-18705.95,-8211.994,5071.674,3241.906,-378.686,-33011.492,-28733.072,-33338.806,-31185.456,-16174.244,-15035.478,-21421.66,-30195.238,-15737.376,-19989.082,-16019.352,-10305.234,-14321.48,-16530.834,-30011.948,-31093.744,-19670.858,-15880.888,-32348.388,-32341.288,-27316.15,-15601.924,-17491.796,-20264.422,-1701.46,-4823.494,-660.054,3605.986,4835.432,6705.612,4842.864,7560.46,4304.728,5267.008,-430.068,27.066,-3155.89,-5407.358,-10968.394,-13161.472,-17454.78,-13738.79,-16284.432,-15364.198,-31698.096,-31728.62,-31826.394,-32099.236,-32099.954,-32230.688,-29307.354,-24472.628,-25954.562,-32581.356,-32590.402,-32625.104,-32593.512,-32654.952,-32499.628,-25582.12,-32329.46,-32090.284,-32139.756,-32128.964,-32141.826,-32207.336,-32358.164,-32348.602,-26424.168,-29139.962,-32665.38,-32651.32,-32682.742,-32683.106,-32666.656,-32655.804,-32653.588,-32478.374,-28912.676,-28798.58,-26463.122,-27437.908,-24953.11,-24438.514,-23990.326,-23075.536,-21320.388,-20092.062,-16740.058,-15471.148,-13914.716,-15560.346,-14404.446,-17702.23,Yemen
Scan_1,-12684.88,-17941.64,-7157.02,1334.36,4973.46,7974.26,-29872.06,-20241.98,-33199.64,-32568.38,-18152.84,-17132.16,-22806.32,-29041.54,-12530.76,-15242,-12212.38,-10430.54,-19942.92,-17646.24,-32370.22,-27719.58,-17996.86,-18233.38,-32279.82,-32420.86,-26569.86,-19357.2,-16727.24,-13844.86,1097.04,-5684.9,-599.28,3018.66,4370.2,6156.34,5309.74,9481.8,6878.42,5065.36,1903.3,-737.94,-5880.52,-5548.06,-11671.36,-11630.44,-17187.34,-14547.06,-16612.3,-15502.16,-31504.92,-31412.1,-31229.64,-31330.84,-30996.52,-31185.06,-29088.28,-25951.82,-24305.94,-31795.58,-31977.82,-32001.72,-32121.38,-32141.78,-32153.8,-28891.98,-32055.48,-32074.74,-32099.44,-32183.56,-32220.84,-32555.06,-32807.4,-32867.7,-25658.08,-28731.24,-33168.56,-33194.64,-33096.5,-33047.72,-32978.08,-32853.98,-32761.1,-32624.38,-30125.6,-30017.32,-27400.58,-27770.48,-25116.68,-25012.8,-24553.36,-23847.32,-21773.38,-20806.72,-16984.82,-17530.56,-15787.8,-16061.52,-15311.74,-18861.12,Yemen
Scan_2,-12658.56,-17756.18,-6910.18,1473.34,4927.38,7951.56,-29834.98,-20227.68,-33082.14,-32622.48,-18283.68,-17306.74,-22881.24,-29088.96,-12619.16,-15299.96,-12196.9,-10451,-19936.78,-17623.26,-32358.24,-27696.72,-17916.88,-18157.46,-32131.18,-32280.86,-26427.18,-19191.98,-16502.52,-13624.56,1292.92,-5494.28,-419.72,3180.78,4494.22,6223.62,5408.3,9566.12,6913.3,5084.92,1944.42,-741.16,-5897.28,-5577.14,-11722.12,-11685.84,-17255.28,-14613.18,-16686.98,-15578.36,-31679.56,-31280.04,-31005.58,-31246.76,-31045.78,-31234.38,-29081.32,-25947.86,-24274.06,-31807.98,-32010,-32016.4,-32115.42,-32111.08,-32169.36,-28896.44,-32042.4,-32088.38,-32111.04,-32188.12,-32202.7,-32481.66,-32774.5,-32855.3,-25503.98,-28665.68,-33131.12,-33121.78,-33067.52,-33026.68,-32957.76,-32849.94,-32724.76,-32655.1,-30177.94,-30119.08,-27446.5,-27830.64,-25173.44,-25066.6,-24600,-23909.4,-21833.42,-20867.42,-17051.16,-17589.46,-15844.36,-16100.28,-15364.8,-18883.76,Yemen
Scan_3,-12638.92,-17887.98,-7075.02,1481.94,4966.4,8030.56,-29710.5,-20275.82,-33232.34,-32631.9,-18305.2,-17367.52,-22936.6,-29145.52,-12587.24,-15284.08,-12167.96,-10420.04,-19970.86,-17585.84,-32351.46,-27708.9,-17936.64,-18170.16,-32133.86,-32263.8,-26396.7,-19196.72,-16516.36,-13641.32,1282.34,-5491.9,-421.92,3194.7,4503.02,6219.98,5396.28,9546.78,6942.94,5105.98,1962.64,-732.68,-5907.14,-5583.72,-11734.02,-11715.84,-17268.62,-14621.26,-16695.16,-15576.18,-31748.18,-31506.98,-31210.76,-31271.3,-31071.66,-31202.96,-29037.76,-26003.96,-24332.08,-31821.04,-32015.26,-32046.6,-32145.56,-32152.4,-32154.18,-28884.74,-32026.6,-32080.36,-32108.56,-32220.48,-32207.68,-32479.74,-32659.7,-32742.3,-25486.16,-28598.16,-33082.36,-33112.52,-33064.28,-33014.4,-32926.22,-32853.46,-32753.04,-32648,-30179.32,-30131.56,-27463.26,-27853.24,-25178.92,-25083.5,-24618.98,-23929.84,-21854.42,-20882.18,-17066.86,-17607.78,-15870,-16129.88,-15373.16,-18903.86,Yemen
Scan_4,-14875.66,-19628.18,-8388.98,291.7,4094.96,7324.66,-30213.74,-20434.52,-33223.3,-32535.92,-18022.48,-17140.74,-22558.24,-28874.46,-12365.92,-15175.5,-12163.24,-10475.96,-20105.9,-17813.66,-32488.82,-27829.6,-18025.92,-18163.68,-32043.9,-32041.78,-26063.24,-18773.14,-15948.82,-13026.18,1917.72,-4840.6,216.64,3827.36,5110.8,6791.6,5884.94,10012.58,7269.56,5348.28,2128.96,-582.32,-5807.62,-5490.16,-11710.38,-11678.32,-17320.28,-14614.46,-16731.6,-15632.56,-33627.28,-33455.8,-33464.54,-33031.96,-33090.26,-33082.5,-30688,-27492.6,-25715.8,-33140.04,-33154.06,-33235.98,-33225.64,-33267.58,-33177.68,-29812.2,-32936.06,-32899.94,-32832.12,-32732.78,-32587.28,-32684.94,-32791.6,-32687.06,-25354.14,-28386.1,-32871,-32873.96,-32814.72,-32770.5,-32743.3,-32688.94,-32663.88,-32645.08,-30207.3,-30343.46,-27684,-28209.66,-25602.96,-25599.28,-25142.74,-24442.12,-22357.08,-21353.56,-17475.48,-17977.48,-16190.32,-16398.92,-15578.6,-19049.08,Yemen
Scan_5,-12841.44,-17787.76,-6962.14,1585.8,5294.32,8130.4,-29570.76,-20150.1,-33116.28,-32544.34,-18273.66,-17371.4,-23027.02,-29349.6,-12927.68,-15760.94,-12807.2,-11143.34,-20692.84,-18339.36,-32984.76,-28195.98,-18188.1,-18211.12,-32014.82,-31869.14,-25831.28,-18491.82,-15657.86,-12769.04,2139.34,-4641.86,372.92,3941.2,5177.94,6862.42,5941.88,10044.22,7314.04,5435.04,2211.9,-523.34,-5718.16,-5432.16,-11599.08,-11586.88,-17166.5,-14535.88,-16619.08,-15536.64,-31343.38,-30906.84,-30686.62,-30844.8,-30569.86,-30858.72,-28707.76,-25688.5,-24129.9,-31747.44,-32088.4,-32253.86,-32495.7,-32697.18,-32768.38,-29517.06,-32728.72,-32725.58,-32575,-32461.52,-32255.62,-32334.52,-32468.84,-32381.3,-25001.88,-28152.92,-32714.9,-32674.68,-32858.88,-32787.56,-32819.84,-32758.3,-32741.12,-32740.96,-30196.3,-30315.98,-27594.76,-28072.54,-25361.18,-25281.3,-24798.52,-24070.88,-21990.32,-20994.18,-17118.94,-17632.94,-15869.1,-16103.26,-15328.74,-18839.92,Yemen
Scan_6,-13833.72,-18947.74,-8158.48,219.8,3610.42,6411.48,-31449.58,-21898.02,-34886.52,-34295.66,-19981.48,-18716.8,-24089.28,-30094.04,-13478.92,-16008.7,-12849.82,-11057,-20544.72,-18207.26,-32860.6,-28131.56,-18223.18,-18330.9,-32220.04,-32154.12,-26187.58,-18879.06,-16084.1,-13185.48,1723.68,-5063.9,-41.78,3494.88,4698.18,6332.64,5383.52,9464.64,6731.4,4858.96,1638.24,-1050.44,-6214.88,-5851.64,-11952.96,-11880.78,-17366.22,-14700.9,-16749.26,-15613.74,-31921.52,-32079.32,-32269.46,-32423.44,-32241.62,-32440.9,-30267.32,-26799.36,-25254,-32591.96,-32468.9,-32233.2,-32008.18,-32147.5,-32207.18,-28911.82,-32025.1,-32026.82,-31973.72,-31979.28,-31865.84,-32043.38,-32223.8,-32184.6,-24869.76,-27997.9,-32597.04,-32634.02,-32720.04,-32739.68,-32747.18,-32753.86,-32746.1,-32757.78,-30349.1,-30398.74,-27728.72,-28150.76,-25504.76,-25382,-24866.12,-24110.96,-21944.06,-20955.12,-17099.6,-17595.98,-15822.8,-16078.78,-15331.34,-18856.12,Yemen
